PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
ASCOVITE CEE VIT. C  TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ASC0098,31/07/2027,Tablets,5,3.60
ATACAND PLUS 32MG 28'S PACK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ASTRV998,31/07/2025,Tablet,6,21.60
AUGMENTIN 1G 14'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MKB00029,28/02/2027,,3,298.00
AUGMENTIN 1000MG(1G),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AUGF008,30/09/2025,Pack,0,0.00
AMOXICILLIN / CLAVULANIC ACID (AUGMENTIN) 457MG SUSP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AUG00998,31/07/2026,ml,4,175.50
AZOMAX AZITHROMYCIN 200MG/5ML SUSP LEK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AZXMMK98U,31/07/2026,Bottle,0,96.30
BELLS OLIVE OIL UK 70ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BGLOO09,31/07/2027,Liquid,0,49.00
CETAPOL SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHTYPM,31/07/2026,ml,2,16.50
CETAPOL PM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHTPMN,31/07/2026,ml,0,17.30
CIPRINOL TAB 500MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPO0UYN,31/07/2027,Pack,1,129.00
COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLI0IGGFY,31/07/2027,Tablet,2,7.20
COTTON WOOL S/S 100GM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHYTN009,31/07/2028,gram,8,21.00
DICLO-DENK TABS 100MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GDFHHJ2,31/07/2027,Box,320,4.60
DICLO-DENK RECTAL 100MG 10',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GFGVH98,31/07/2027,pc,48,8.30
DIFLUCAN FLUCONAZOLE 150MG CAP PFIZER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFLLO09,31/07/2028,Tablet,0,127.00
DREZ SOLUTION 30ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LUYYBB,31/07/2027,ml,1,32.50
DREZ SOLUTION 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LYHBH25,31/07/2027,ml,5,63.50
EXFORGEHCT 10MG/160MG/12.5MG NOVARTIS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EXF0098U,31/07/2026,mg,2,117.00
FIESTA CONDOMS 3'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FLOINHH009,31/07/2027,Single,29,9.30
FLAME XTRA CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FLOOI98,31/07/2026,Pack,0,5.40
FLUCONA FLUCONAZOLE DENK 100MG CAP 10'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JHGB02254,31/07/2026,Tablet,0,70.00
GEBEDOL TAB,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GBD00O2,31/07/2027,Tab,43,4.50
Gebedol Forte,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KJIU0097,31/07/2027,Pack,0,7.00
KISS CONDOM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KILK990,31/07/2027,sachet,11,8.30
LOZATY THROAT LOZENGES 24's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOJH025,31/07/2027,Tablet,105,4.00
LOZATY LOZENGES 16'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OLOI02,31/07/2025,pc,0,3.60
LUFART DS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKIGGV25,31/07/2027,Tab,17,34.00
LYDIA POSTPILL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LIYT0098,31/07/2027,Pack,20,21.00
MENTHODEX LOZENGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTHB0002,31/07/2026,pc,1,1.50
Menthodex 200ml Syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MJNHN002,31/07/2027,ml,8,75.40
Menthodex 100ml Syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MKB00023,28/02/2027,ml,2,48.00
METAGYL METRONIDAZOLE 400MG TAB 280'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MHT0025,31/07/2028,Tablet,7,4.00
MYCOSTAT FLUCONAZOLE 150MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MYC0025,31/07/2027,Capsule,2,12.70
NESBEN ALBENDAZOLE 200MG TAB ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NBC2250,31/07/2027,Tablet,0,14.00
NUGEL SUS 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NKH0092,31/07/2026,ml,0,64.00
OMEGA H3 CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OMH4432,31/07/2026,gram,0,160.20
PREGNACARE PLUS OMEGA-3 4S/CAPS 56' (D/O),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,4JFG5,12/07/2026,Pack,1,322.00
ORS PHYTO-RIKER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OIRS0024,28/02/2027,gram,133,2.00
PARACETAMOL 500MG TABLETS (LOCAL),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PNB024,31/07/2027,,41,1.50
PREGNACARE CONCEPTION TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PHGN0024,31/07/2026,Pack,3,187.00
STREPSILS ORIGINAL LOZENGE  16's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,STRE00PPPM,31/07/2026,Tablets,0,5.40
TOT'HEMA AMPOULES 20'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TT0024,31/07/2027,Ampoule,58,8.00
VOLTFAST POWDER 50MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VFL0024,12/07/2027,sachet,83,5.60
ZINNAT 500MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZMN0024,31/07/2027,,2,238.00
ZULU-100 TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZLL00214,30/11/2026,Tablets,23,11.00
AMOKSIKLAV 228 SUSP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,amCEPWP2214,31/07/2025,ml,1,67.50
AMLODIPINE 10MG TAB 28'S TEVA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,amL018G001,30/09/2027,Tablet,11,18.50
MR.Q,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,QQGV0312Y,30/04/2026,Tab,0,10.40
SENCARE CREPE BANDAGE 7.5CMX4.5M,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,jhL017F003,31/01/2025,Roll,1,8.00
CREPE BANDAGE 2'',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,jgL018G001,28/02/2025,pc,0,10.00
"CREPE BANDAGE 4""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,gcGV0312Y,31/01/2026,Roll,3,12.00
TIGER SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTCEPWP2214,28/02/2025,Container,6,57.60
SAVLON ANTISEPTIC 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGV0312Y,31/12/2024,Bottle,2,24.00
JOINTACE  ORIGINAL CAPS 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddCEPWP2214,06/07/2024,,0,123.00
COARTEM ART/LUMEFANTRINE 40/480MG TAB 6'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddCEPWP2214,05/07/2024,Tablet,2,100.00
BEL-AQUA WATER M/S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBSAACEPWP2214,28/02/2026,ml,22,3.50
LISINOPRIL 10MG TAB 28'S TEVA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AACEPWP2214,31/01/2026,Tablet,3,21.00
AMOKSIKLAV AMOXICILIN/CLAVULANIC SUSP 457MG GSK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,aaGV0312Y,31/07/2027,Bottle,1,86.00
SAVLON ANTISEPTIC SOLN 500ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SAV234,31/07/2027,Bottle,1,99.00
COA MIXTURE 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCGV0312Y,31/01/2026,Container,0,100.00
COA PLUS MIXTURE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBGV0312YCCC,31/03/2027,ml,4,200.00
COLGATE DOUBLE ACTION MEDIUM TOOTHBRUSH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2BSH998,28/06/2027,Pack,0,16.00
COLGATE EXTRA CLEAN BRUSH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BSH889,28/06/2027,Pack,1,7.00
MR Q,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPKKY73PP,30/06/2027,Vial,54,14.50
BLOOD PRESSURE TEST,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBGV0312Y,30/04/2025,gram,747,2.00
Gebedol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214zzGG,31/03/2027,Pack,5,4.00
ZULU-100 TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987KK,25/06/2027,Tablets,0,9.00
LACTULOSE SOLUTION 300ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L018G001kk,31/03/2027,ml,1,148.50
FLEMING 1000MG (SANOFI),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20CQ089kk,24/06/2026,Piece,2,108.00
FLEMING 625,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987jj,24/06/2026,Piece,1,40.50
VITAMIN C + ZINC EFFERV. TAB (BEDITA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987vcc,24/06/2026,gram,15,62.00
COLGATE SENSITIVE REPAIR & PREVENT 100G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UCJ7749,24/06/2026,Tube,0,32.00
LUEX NIGHT TIME COUGH/COLD SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2EL02226,23/05/2027,Box,2,42.60
XOC CHARCOAL TOOTHPASTE WITH BRUSH 200G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,40568,23/10/2026,Single,0,35.00
COLGATE MAXI CAVITY PROTECTION 220G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CN123J,20/06/2027,Pack,1,21.00
DUREX THIN FEEL CONDOMS 12'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001931959,23/09/2027,Pack,1,80.00
DUREX EXTRA SAFE CONDOMS 12'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001945803,23/10/2027,Pack,0,79.00
MIDSTREAM PREGNANCY TEST 2'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2329801,03/01/2027,sachet,0,32.00
CLOTRIMAZOLE 1% W/W CREAM CARE+,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,08RV,23/10/2026,gram,3,47.00
XOC CHARCOL M\W,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,9399,23/07/2026,Box,0,64.00
ASPIRIN (ALKA-SELTZER) 324 MG TABS 20'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BT18C51,30/06/2027,Tablet,16,6.50
KY JELLY  PERSONAL LUBRICANT 50G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,37RB,31/07/2025,Tube,0,116.40
HYDROCORTISONE CREAM 15G (LAVINA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1803A,30/06/2026,Box,0,10.40
VALUPAK EVENING PRIMROSE OIL 1000MG 30CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L15285,31/05/2026,Capsule,0,88.00
MYCOSTAT CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L017F003kk,31/01/2027,,7,12.70
VAGINAX CREAM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L018G00122,28/02/2027,Tube,1,12.00
NUGEL O ANTACID SUSP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV0312Y,17/06/2027,Bottle,4,67.00
NEOFERON SYRUP 200ML ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J8S88S87,30/06/2025,Bottle,1,31.00
CELECOXIB 200MG EXETER 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HC7766H89,30/06/2025,sachet,1,58.00
PERMOXYL AMOXICILIN 125MG/5ML SUSP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PKKY73PP,31/07/2026,Bottle,4,16.20
FOLIC ACID TABS 5MG(P'NOVA) 1000'S PACK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFKKY73,10/06/2027,Pack,46,1.00
DRAGON TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,31/05/2027,Tablets,27,8.00
FISHERMAN'S FRIEND,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,10/09/2026,sachet,0,28.00
FLUXACIN FLUCLOXACILIN 500MG CAP 200'S ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,30/07/2026,Tablet,0,17.50
PENICILLIN V 250MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,30/07/2025,,201,4.00
E-PANOL PARACETAMOL 120MG/5ML 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,31/03/2027,Bottle,23,15.00
DRAGON SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRGV0312Y,31/05/2027,Pack,5,47.50
LEVON 2 TAB POST PILL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LEV0312Y,30/04/2027,Pack,32,15.40
CYPRODINE CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCYYWP2214,31/08/2026,,2,109.20
LYDIA DAILY CONTRACEPTIVE PILL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLGV0312Y,31/03/2025,Tablet,1,7.20
NAZO CREAM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV0312Y,10/01/2027,Piece,1,5.00
GENTIAN VIOLET 60ML GV,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV0312Y,10/06/2027,Bottle,15,3.50
Citro C 100mg Tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCWP2214,30/06/2027,gram,78,3.50
MARK 11 INHALER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKY73II,28/02/2027,gram,67,19.50
METHYLATED SPIRIT PROLIFE 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GJ47768,31/05/2025,Bottle,0,12.00
PROXIMEXA 250MG TABLET,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G899H990,31/05/2025,Box,0,91.80
Tab Clarityne 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G78908M0,31/05/2025,Tablet,0,11.30
BUSCOPAN 10MG TAB 56'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J7F75G75G6,31/05/2025,Pack,0,3.20
ANGELO TOOTHPASTE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8J5656,31/05/2026,Box,20,53.00
ANGELO COLLAGEN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2J5556,31/05/2026,Box,28,25.00
PEPTO BISMOL ULTRA 2X CONCENTRATEED FORM 354 ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3193171951,28/06/2025,Bottle,0,229.50
FERROUS SULPHATE 200MG (EXETER),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0111Z,28/07/2025,Tablet,0,18.90
BRAGG APPLE CIDER VINEGAR 946mlS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23179,28/06/2028,Bottle,2,189.00
CANESTEN CLOTRIMAZOLE 1% CREAM 20G BAYER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCX9986-5,28/04/2027,Tube,1,87.30
POLYFER FORTE 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCC7798,28/04/2027,Bottle,6,24.00
WELLVITE VIT C+ZINC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKK09,30/04/2027,pc,16,46.00
HAEM UP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHX99766,28/04/2027,,7,53.00
IMBOOST HERBAL MIXTURE 500ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGI99-7,30/04/2027,ml,4,31.00
ADOM KOO 30 CAPSULES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AKZ883-5,28/04/2027,gram,3,46.00
EKUROBEWU,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJK9005,30/04/2027,Tube,25,11.00
ROOTER TYTONIC 750ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VZ670334,30/04/2027,ml,1,40.00
ROOTER MIXTURE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCC9965,28/04/2026,ml,5,37.80
DIAGELLATES ELIXIR 250 ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFG8856,30/04/2027,ml,6,46.00
TAABEA HERBAL MIXTURE 500ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XVC8894-2,30/04/2027,ml,2,29.00
GIFAS MIXTURE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GX00-776,30/04/2026,Bottle,0,29.50
GIFAS CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GB8829,28/04/2027,Pak,5,30.00
RAMICOL CHLORAMPHENICOL 0.5% EYE DROP 10ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AXC778-6,30/04/2026,Bottle,2,8.00
Ciprolex TZ (Ciprofloxacin 500mg + Tinidazole 600mg),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCZZ5674,30/04/2027,gram,9,65.00
SURFAZ - SN CREAM 15G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SD66754,28/04/2027,Cream,13,35.00
LOFNAC GEL 30GM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IOU88-78,30/04/2027,Tube,16,14.00
ZUBES EXTRA STRONG 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XZV55-7,30/04/2027,Bottle,4,43.00
ZUBES CHILDRENS COUGH SYRUP 60ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHI88376,30/06/2027,Bottle,3,30.00
BORGES OLIVE OIL B/S(250ML),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGH990-8,30/04/2026,Bottle,1,95.00
BORGES OLIVE OIL 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KII05564,30/04/2026,Bottle,0,58.50
STARWINS MILK OF MAGNESIA 120ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VXZ881156,30/04/2027,Bottle,5,21.50
Plaster Roll 2',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GP66057,30/04/2027,sachet,11,18.20
VISCOF-D SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VD66715,30/04/2027,Bottle,5,51.00
ACTIFED DRY COUGH SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IMX3378,30/04/2026,Single,0,114.00
Coldrilif capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FYK5571,30/04/2027,Pack,18,8.00
LONART DS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LGH990756,30/04/2027,Tab,1,41.00
STOPKOF EXPECTORANT (Adults) 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ANK8879,30/04/2027,Bottle,9,25.00
EFPAC JUNIOR SUSPENSION,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKI9907,30/04/2027,ml,12,18.50
AMOXICILLIN 500MG CAPS 21'S EXETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HK88657,28/04/2025,,0,27.00
DREZ OINTMENT 30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DX6698,30/04/2027,Tube,7,56.80
DREZ OINTMENT 10GM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DZ7780,30/04/2027,Tube,6,27.70
VIKIL 20,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOL9398,30/04/2026,Bottle,3,43.00
LOFNAC-100 SUPP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LM9937,30/04/2027,Suppossitory,100,2.50
RHIZIN SYRUP 5MG/5ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GG9943,30/04/2027,ml,13,8.00
RHIZIN CETIRIZINE 10MG TAB 100'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VKL9987,30/04/2027,Tablet,104,2.00
CYPRODINE NEW CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,QGH9967,28/04/2025,Capsule,0,105.00
MULTIVITAMIN TABLET,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TYZ88456,30/04/2027,,56,1.00
PANADOL  EXTRA 14'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,29/05/2025,Strip,0,63.00
PANADOL  ADVANCE PARACETAMOL 500MG TAB 16'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XXZ99467,28/04/2027,Tablet,4,55.00
VALUPAK FOLIC ACID 90'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HJK3394,30/04/2027,Bottle,1,42.50
MALAR 2 SUSPENSION,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ASD7735,28/04/2025,ml,0,30.00
ASCORYL VITAMIN-C SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BV55467,28/04/2025,Bottle,0,14.40
DECATYLEN LOZENGES 20'S ACINO,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSK89776,31/05/2027,Tablet,52,5.00
NUGEL ANTACID SUSP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HKL9902,17/01/2026,Bottle,3,64.00
Bells Vitamin C Syr 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VJH7789,30/04/2027,ml,6,59.00
MAGACID TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LJD7781,30/04/2027,,82,2.50
METAGYL METRONIDAZOLE 200MG/5ML SUSP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZV0776,28/04/2025,Bottle,0,15.30
DYNEWELL 200MLSYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZX99812,30/04/2027,ml,0,11.00
REDSUN JELLY 100mg 4's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RV9904,30/04/2027,,0,13.50
LISTERINE CAVITY PROTECTION 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MXZ5637,28/04/2025,ml,0,43.20
Klovinal(Metronidazole +Clotrimazole+Lactobacillus),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OH9967,30/04/2027,gram,3,50.00
BONAPLEX SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VB7910,30/04/2027,,5,65.00
HYDROGEN PEROXIDE LOCAL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AV2234,30/04/2027,ml,2,8.00
ZINCOFER SYRUP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZFLE23007,30/04/2027,Bottle,7,59.00
WORMPLEX 400 TAB,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W2304,30/04/2027,,24,18.00
ZENTEL ALBENDAZOLE 200MG TAB 2'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W2304,21/04/2027,Pack,13,24.00
VITARENEW VITAMIN C EFF 1G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L48832,21/04/2025,pc,4,69.00
VERMOX ORAL TABLET 500MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23AQ301,30/04/2027,,1,28.50
VITAFOL MULTIVITAMIN CAP 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DMT1L23N6001,30/04/2027,Pack,5,37.00
TYLENOL ACETAMINOPHEN EXTRA STRENGTH TABS 2 SACHS 50'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GS15491,21/04/2025,sachet,0,9.00
NEXCOFER SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0106Z,21/04/2025,Bottle,0,19.00
MIST POT CIT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Pc0023CA,21/04/2027,gram,10,8.00
MASCULAN LUBRICANT GEL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J19040122A,30/04/2027,Bottle,4,98.00
MAALOX ANTACID SACHETS 20'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3I033,01/05/2027,sachet,0,5.50
MYCOVIN GRISEOFULVIN 500MG TAB 250'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0202A,21/04/2025,Tablet,0,20.70
HYDROGEN PEROXIDE (ECL'S),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1002A,21/04/2027,Bottle,6,14.00
FIESTA CONDOMS CLASSIC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PN495401,30/06/2027,gram,0,7.00
DUROL TONIC 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2402312,30/04/2026,Bottle,0,25.50
FEROGLOBIN SYRUP 200ML VITABIOTIC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,31363,30/04/2027,Tablet,3,126.00
DUREX EXTRA SAFE 3' CONDOMS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001843710,21/04/2025,Pack,1,30.00
DREZ POWDER 10G STEDMAN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XDZP-220,30/04/2027,Piece,3,30.00
CONGESTYL SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oPPSOSIHDBE,31/03/2027,Bottle,7,38.00
CITRO C ASCORBIC ACID 100MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Sez033,21/04/2025,,0,3.00
BECOACTIN SYRUP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,018P2335,30/04/2027,Bottle,5,31.00
MEDISOFT BAR SOAP S/S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KL554O7,30/04/2027,pc,4,10.00
TETRACYCLINE CAPSULES 250mg LETAP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G655D56,31/03/2027,Capsule,31,3.50
STOMOCAINE SUGAR FREE 250ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,13,31/07/2027,ml,1,51.50
ADVIL PM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ADV5549134,22/03/2025,sachet,0,129.60
ADVIL LIQUI-GELS 200MG 20'S CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ALG445723,22/06/2025,Box,0,109.80
ADVIL IBUPROFEN 200MG TABS 2 SACHS 50'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATS8177254,22/11/2027,sachet,48,8.00
