PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,QUANTITY LEFT,BASE PRICE LIST,QTY,Days Left,Reorder Date
vikil 20,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOL9398,2027-04-30,1,43.0,1.3043478260869565,0.7666666666666666,2025-03-27 17:34:40.971915
lofnac-100 supp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LM9937,2027-04-30,82,2.5,5.655405405405405,14.499402628434886,2025-04-06 05:33:49.359012
rhizin syrup 5mg/5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GG9943,2027-04-30,12,8.0,1.1458333333333333,10.472727272727273,2025-04-02 04:55:24.608279
rhizin cetirizine 10mg tab 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VKL9987,2027-04-30,99,2.0,2.3658536585365852,41.84536082474227,2025-05-03 13:52:00.147173
cyprodine new caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,QGH9967,2025-04-28,0,105.0,1.0,0.0,2025-03-27 17:34:40.971915
multivitamin tablet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TYZ88456,2027-04-30,50,1.0,2.800578034682081,17.853457172342623,2025-04-09 14:03:39.671605
panadol  extra 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2025-05-29,0,63.0,1.319327731092437,0.0,2025-03-27 17:34:40.971915
panadol  advance paracetamol 500mg tab 16's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XXZ99467,2027-04-28,2,55.0,1.15,1.7391304347826089,2025-03-27 17:34:40.971915
valupak folic acid 90's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HJK3394,2027-04-30,6,40.0,1.1481481481481481,5.225806451612903,2025-03-27 22:59:50.649334
malar 2 suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ASD7735,2025-04-28,0,30.0,1.2093023255813953,0.0,2025-03-27 17:34:40.971915
ascoryl vitamin-c syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BV55467,2025-04-28,0,14.4,1.0909090909090908,0.0,2025-03-27 17:34:40.971915
decatylen lozenges 20's acino,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSK89776,2027-05-31,52,5.0,7.47808764940239,6.953649440596697,2025-03-29 16:27:56.283583
nugel antacid susp 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HKL9902,2026-01-17,3,64.0,1.0614035087719298,2.8264462809917354,2025-03-27 17:34:40.971915
bells vitamin c syr 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VJH7789,2027-04-30,5,59.0,1.084033613445378,4.612403100775194,2025-03-27 17:34:40.971915
magacid tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LJD7781,2027-04-30,79,2.5,2.031055900621118,38.896024464831804,2025-04-30 15:04:57.485676
metagyl metronidazole 200mg/5ml susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZV0776,2025-04-28,0,15.3,1.0,0.0,2025-03-27 17:34:40.971915
dynewell 200mlsyrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZX99812,2027-04-30,0,11.0,1.1666666666666667,0.0,2025-03-27 17:34:40.971915
redsun jelly 100mg 4's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RV9904,2027-04-30,0,13.5,1.3375,0.0,2025-03-27 17:34:40.971915
listerine cavity protection 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MXZ5637,2025-04-28,0,43.2,1.0,0.0,2025-03-27 17:34:40.971915
klovinal(metronidazole +clotrimazole+lactobacillus),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OH9967,2027-04-30,3,50.0,1.0909090909090908,2.75,2025-03-27 17:34:40.971915
bonaplex syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VB7910,2027-04-30,4,65.0,1.0,4.0,2025-03-27 17:34:40.971915
hydrogen peroxide local,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AV2234,2027-04-30,0,8.0,1.3854166666666667,0.0,2025-03-27 17:34:40.971915
zincofer syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZFLE23007,2027-04-30,5,59.0,1.042857142857143,4.794520547945205,2025-03-27 17:34:40.971915
wormplex 400 tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W2304,2027-04-30,20,18.0,1.511111111111111,13.23529411764706,2025-04-04 23:13:30.383680
zentel albendazole 200mg tab 2's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W2304,2027-04-21,6,24.0,1.6421404682274248,3.653767820773931,2025-03-27 17:34:40.971915
vitarenew vitamin c eff 1g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L48832,2025-04-21,4,69.0,1.2857142857142858,3.1111111111111107,2025-03-27 17:34:40.971915
vermox oral tablet 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23AQ301,2027-04-30,9,28.0,1.96011396011396,4.59156976744186,2025-03-27 17:34:40.971915
vitafol multivitamin cap 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DMT1L23N6001,2027-04-30,5,37.0,1.12,4.4642857142857135,2025-03-27 17:34:40.971915
tylenol acetaminophen extra strength tabs 2 sachs 50's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GS15491,2025-04-21,0,9.0,2.3488372093023258,0.0,2025-03-27 17:34:40.971915
nexcofer syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0106Z,2025-04-21,0,19.0,1.0714285714285714,0.0,2025-03-27 17:34:40.971915
mist pot cit,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Pc0023CA,2027-04-21,6,8.0,1.2598425196850394,4.7625,2025-03-27 17:34:40.971915
masculan lubricant gel,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J19040122A,2027-04-30,4,98.0,1.0263157894736843,3.897435897435897,2025-03-27 17:34:40.971915
maalox antacid sachets 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3I033,2027-05-01,34,5.5,3.8333333333333335,8.869565217391305,2025-03-31 14:26:51.406698
mycovin griseofulvin 500mg tab 250's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0202A,2025-04-21,0,20.7,1.3776223776223777,0.0,2025-03-27 17:34:40.971915
hydrogen peroxide (ecl's),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1002A,2025-04-21,10,13.8,1.3166666666666667,7.59493670886076,2025-03-30 07:51:23.503561
fiesta condoms classic,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PN495401,2027-06-30,0,7.0,1.7561728395061729,0.0,2025-03-27 17:34:40.971915
durol tonic 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2402312,2026-04-30,0,25.5,1.0769230769230769,0.0,2025-03-27 17:34:40.971915
feroglobin syrup 200ml vitabiotic,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,31363,2027-04-30,3,126.0,1.0561797752808988,2.8404255319148937,2025-03-27 17:34:40.971915
durex extra safe 3' condoms,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001843710,2025-04-21,1,30.0,1.3131313131313131,0.7615384615384615,2025-03-27 17:34:40.971915
drez powder 10g stedman,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XDZP-220,2027-04-30,3,30.0,1.12,2.6785714285714284,2025-03-27 17:34:40.971915
congestyl syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oPPSOSIHDBE,2027-03-31,5,38.0,1.125,4.444444444444445,2025-03-27 17:34:40.971915
citro c ascorbic acid 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,Sez033,2025-04-21,0,3.0,3.859872611464968,0.0,2025-03-27 17:34:40.971915
becoactin syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,018P2335,2027-04-30,4,31.0,1.0869565217391304,3.68,2025-03-27 17:34:40.971915
medisoft bar soap s/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KL554O7,2027-04-30,0,10.0,1.6666666666666667,0.0,2025-03-27 17:34:40.971915
tetracycline capsules 250mg letap,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G655D56,2027-03-31,25,3.5,2.466666666666667,10.135135135135135,2025-04-01 20:49:16.647591
stomocaine sugar free 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,13,2027-07-31,1,51.5,1.0,1.0,2025-03-27 17:34:40.971915
advil pm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ADV5549134,2025-03-22,0,129.6,1.0,0.0,2025-03-27 17:34:40.971915
advil liqui-gels 200mg 20's caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ALG445723,2025-06-22,0,109.8,1.0,0.0,2025-03-27 17:34:40.971915
advil ibuprofen 200mg tabs 2 sachs 50's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATS8177254,2027-11-22,46,8.0,1.8275862068965518,25.169811320754715,2025-04-16 21:39:12.670028
grisoral susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GU2J301,2026-10-31,0,26.1,1.0,0.0,2025-03-27 17:34:40.971915
essential embrocation 8 ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,F5F4G544,2026-03-31,0,6.0,1.3846153846153846,0.0,2025-03-27 17:34:40.971915
becoactin tablet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,65FS6G987,2027-03-31,5,31.0,1.0555555555555556,4.7368421052631575,2025-03-27 17:34:40.971915
vitaforce syrup 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,D56D6D896,2027-03-31,5,65.0,1.0,5.0,2025-03-27 17:34:40.971915
folic acid 5mg wockhardt,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G57V5589,2026-03-31,0,18.0,1.1538461538461537,0.0,2025-03-27 17:34:40.971915
buttercup original cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5D51G55,2025-03-31,0,167.0,1.0,0.0,2025-03-27 17:34:40.971915
paracetamol syrup (exeter) 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A15A5869,2026-03-31,0,18.0,1.0,0.0,2025-03-27 17:34:40.971915
dr.  meyers coldaflu plus tabs 4's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SHY89895F5,2025-03-31,0,2.0,2.076923076923077,0.0,2025-03-27 17:34:40.971915
mr.q,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23434H6,2025-03-31,0,10.4,2.6194690265486726,0.0,2025-03-27 17:34:40.971915
rapinol tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,222H2J2,2027-03-31,36,1.8,2.752808988764045,13.077551020408164,2025-04-04 19:26:21.380078
easycare fabric plasters sachet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,46677BN7,2027-03-31,154,2.0,3.3763440860215055,45.611464968152866,2025-05-07 08:15:11.545163
evecare (himalaya) 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,467G767,2027-03-31,2,132.0,1.0,2.0,2025-03-27 17:34:40.971915
wells castor oil 700mls,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,234567H7,2026-03-31,2,39.5,1.0588235294117647,1.8888888888888888,2025-03-27 17:34:40.971915
braggs apple cider vinegar,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5677F67,2026-03-31,0,130.0,1.0,0.0,2025-03-27 17:34:40.971915
malar 2 forte ds,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2345G766,2027-03-31,11,28.0,1.2222222222222223,9.0,2025-03-31 17:34:40.971915
victory garlic mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFH777,2027-03-31,2,45.0,1.0,2.0,2025-03-27 17:34:40.971915
liv 52 tab 100's himalaya,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112301844,2026-06-05,0,111.6,1.0,0.0,2025-03-27 17:34:40.971915
colgate kids tooth paste,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GI5558J5,2025-02-28,0,18.0,1.5,0.0,2025-03-27 17:34:40.971915
kids colgate brush 2-5 yrs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B3,2025-02-28,1,9.0,1.4545454545454546,0.6875,2025-03-27 17:34:40.971915
kids colgate brush 2-5 yrs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B3,2025-02-28,0,8.0,1.4545454545454546,0.0,2025-03-27 17:34:40.971915
colgate brush deep clean,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B2,2025-02-28,0,7.0,1.0,0.0,2025-03-27 17:34:40.971915
colgate brush deep clean,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E2FGF4B2,2028-02-28,0,9.0,1.0,0.0,2025-03-27 17:34:40.971915
masculan velvet lubricant gel 3ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,19J115,2024-09-12,1,5.4,2.111111111111111,0.47368421052631576,2025-03-27 17:34:40.971915
menthox super strong cough lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,22021,2027-04-30,120,1.5,2.2135922330097086,54.21052631578947,2025-05-15 22:37:50.445599
cetirizine hydrochloride 30's uk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2202020,2025-04-10,1,15.0,1.2,0.8333333333333334,2025-03-27 17:34:40.971915
nifedi-denk 10 retard,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AR0,2027-05-03,170,1.4,10.0,17.0,2025-04-08 17:34:40.971915
shaltoux  lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DHR679,2025-01-31,0,1.0,6.1454545454545455,0.0,2025-03-27 17:34:40.971915
xcel mint chewing gum,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,THTR4566,2025-01-31,2,0.5,3.1372549019607843,0.6375,2025-03-27 17:34:40.971915
masculan das kondom velvet lubricant gel,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HEI22B22,2025-01-31,0,57.0,1.0,0.0,2025-03-27 17:34:40.971915
oral-b family size toothpaste 130g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GYY6666V,2025-01-31,1,23.0,1.0,1.0,2025-03-27 17:34:40.971915
sana normal saline 0.9% nasal drops (10ml),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KPL2023SND13,2027-01-31,10,7.0,1.3142857142857143,7.608695652173913,2025-03-30 08:11:12.276263
diazepam 10mg tab 500's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HW7111R111,2025-01-31,0,2.0,1.9583333333333333,0.0,2025-03-27 17:34:40.971915
nester rubbing alcohol 475 ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HSB2211B11,2027-01-31,1,51.5,1.0476190476190477,0.9545454545454545,2025-03-27 17:34:40.971915
metronidazole 400mg beda,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FI788F7,2025-01-31,0,14.0,1.0,0.0,2025-03-27 17:34:40.971915
pepsodent cavity fighter 175g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,64K44,2026-01-31,4,26.0,1.0,4.0,2025-03-27 17:34:40.971915
pregnancy test kits,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,45H555,2027-01-31,75,5.0,2.8933823529411766,25.921219822109276,2025-04-17 15:41:14.364545
valupak folic acid 30tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5GH555,2025-02-28,0,32.0,1.3,0.0,2025-03-27 17:34:40.971915
doxycycline 100mg - ernest chemist,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8465HJJ565,2027-01-31,25,7.3,2.4615384615384617,10.15625,2025-04-01 21:19:40.971915
tylenol extra strength caps for adults 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,898156J4,2025-01-31,0,4.5,6.875,0.0,2025-03-27 17:34:40.971915
pharmatimol 0.5% timolol eye drop 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1308,2025-05-31,0,15.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
benylin original,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TS66544DF666,2026-12-31,0,110.0,1.0,0.0,2025-03-27 17:34:40.971915
sensodyne extra fresh,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TD87555F77,2025-12-31,0,74.7,1.2,0.0,2025-03-27 17:34:40.971915
skycef 500,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HE8222V2I9,2025-12-31,0,42.0,1.4285714285714286,0.0,2025-03-27 17:34:40.971915
joy ointment b/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGF7667UG,2025-12-31,0,62.0,1.0,0.0,2025-03-27 17:34:40.971915
oxafen caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HEIG78198,2025-12-31,0,34.2,1.0,0.0,2025-03-27 17:34:40.971915
durex elite fetherlite condoms 3',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HFJU5678,2025-12-31,0,29.0,1.6666666666666667,0.0,2025-03-27 17:34:40.971915
good health efferv vit c,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EATA22068,2027-07-08,8,55.0,1.5,5.333333333333333,2025-03-28 01:34:40.971915
hydrocortisone cream 1%(co-pharma),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,E0120,2027-06-08,0,47.0,1.0,0.0,2025-03-27 17:34:40.971915
k y jelly personal lubricant 75ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,911P,2024-10-08,0,118.0,1.0,0.0,2025-03-27 17:34:40.971915
griseofulvin 125mg/5ml susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3GDR678B,2026-12-31,4,31.0,1.0,4.0,2025-03-27 17:34:40.971915
griseofulvin susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3EL05210,2025-12-31,0,29.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
vit c + zinc efferv vitarenew,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,B21300,2024-11-25,0,62.0,1.0,0.0,2025-03-27 17:34:40.971915
secnidazole(lavina) tabs 1g 2's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3101,2027-11-30,0,12.0,1.1333333333333333,0.0,2025-03-27 17:34:40.971915
avomine promethazine 25mg tab 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2205174,2027-11-30,14,7.7,2.5,5.6,2025-03-28 07:58:40.971915
luex adult dry cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,765,2025-11-21,1,45.0,1.0,1.0,2025-03-27 17:34:40.971915
vip premium toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVD876D9,2025-11-30,0,5.0,1.2222222222222223,0.0,2025-03-27 17:34:40.971915
taabea taacum herbal honey paste,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GJ85HG5,2026-11-30,1,30.0,1.5714285714285714,0.6363636363636364,2025-03-27 17:34:40.971915
perfectil triple active caps 30's vitabiotics,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5YCH765F,2025-11-30,1,168.0,1.0,1.0,2025-03-27 17:34:40.971915
wellwoman max,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FTF75V6,2027-11-30,0,317.0,1.0,0.0,2025-03-27 17:34:40.971915
halitosis spray (mira),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1259424,2025-11-30,0,65.0,6.0,0.0,2025-03-27 17:34:40.971915
coa-mt mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,COAMTPPPPP,2024-11-02,0,100.0,1.0,0.0,2025-03-27 17:34:40.971915
omezole omeprazole caps 20mg 200's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MD3001,2027-10-31,7,5.4,1.7419354838709677,4.018518518518518,2025-03-27 17:34:40.971915
good health efferv vit c + zinc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EATA,2024-07-31,0,46.0,1.0,0.0,2025-03-27 17:34:40.971915
galvus met 50mg/850mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,86515H65,2025-10-31,113,10.0,3.5,32.285714285714285,2025-04-24 00:26:06.686201
galvus met 50/500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,561H544,2025-10-31,68,10.0,7.428571428571429,9.153846153846153,2025-03-31 21:16:13.279607
seven seas evening primrose oil + starflower oil 30 caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,196L55K5,2025-10-31,0,148.0,1.0,0.0,2025-03-27 17:34:40.971915
exure condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,65116H55,2025-10-31,0,35.0,1.5,0.0,2025-03-27 17:34:40.971915
durex invisible condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8621815K8,2025-10-31,0,79.0,1.0,0.0,2025-03-27 17:34:40.971915
durex flavours condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,984125K7,2025-10-31,0,90.0,1.0,0.0,2025-03-27 17:34:40.971915
durex extended pleasure condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5417915K9,2025-10-31,0,79.0,1.0,0.0,2025-03-27 17:34:40.971915
paracetamol galpharm 6+  susp. 80ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,4165471KJ5,2025-10-31,0,50.0,1.0,0.0,2025-03-27 17:34:40.971915
seven seas perfect 7 man plus 30 day duo pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,94YKJ88,2025-10-31,0,188.0,2.0,0.0,2025-03-27 17:34:40.971915
foligrow plus syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TFN64C6,2026-10-31,0,50.0,1.0,0.0,2025-03-27 17:34:40.971915
teething mixture ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,564DGH5,2027-10-31,8,20.0,1.0,8.0,2025-03-30 17:34:40.971915
martins liver salt lemon,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVWISB1998,2027-10-31,31,2.0,3.901098901098901,7.946478873239437,2025-03-30 16:17:36.746563
cyfen syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JVSI871B,2025-10-31,0,40.0,1.0,0.0,2025-03-27 17:34:40.971915
promethazine syrup 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HVS88S7,2026-10-31,2,9.8,1.0,2.0,2025-03-27 17:34:40.971915
durex feels condoms 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,298YVE8,2026-10-31,0,19.0,1.3636363636363635,0.0,2025-03-27 17:34:40.971915
easy check pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20230420,2026-04-19,0,5.0,2.45,0.0,2025-03-27 17:34:40.971915
polygynax pessaries 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,63825,2025-04-04,0,109.0,1.0769230769230769,0.0,2025-03-27 17:34:40.971915
epifenac eye drop,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2208116,2025-09-01,0,40.0,1.0,0.0,2025-03-27 17:34:40.971915
beehive balsam 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5982,2027-09-28,2,72.0,1.0,2.0,2025-03-27 17:34:40.971915
himalaya koflet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,112203049,2027-08-31,0,53.0,1.0714285714285714,0.0,2025-03-27 17:34:40.971915
benylin mucus cough decongestant syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,X2833R,2026-07-31,1,148.0,1.0,1.0,2025-03-27 17:34:40.971915
secnidazole (secnilym] tab 1g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ME22H31,2025-07-27,0,10.0,2.0,0.0,2025-03-27 17:34:40.971915
supirocin mupirocin 2% ointment 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,10222019,2024-07-27,0,79.0,1.0,0.0,2025-03-27 17:34:40.971915
telmisartan (teleshal] 40mg tabs 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2374252,2025-05-27,2,104.4,1.0,2.0,2025-03-27 17:34:40.971915
camel antiseptic 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,082,2027-01-19,2,43.2,1.0,2.0,2025-03-27 17:34:40.971915
bedimox 1000 tab 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2200433-1,2024-08-19,0,75.0,1.5,0.0,2025-03-27 17:34:40.971915
aciclovir virest cream 5% hovid 5g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0009580,2025-09-30,0,38.0,1.0,0.0,2025-03-27 17:34:40.971915
clarityne syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,W021131,2025-06-30,2,124.2,1.0,2.0,2025-03-27 17:34:40.971915
candid-v gel 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,10212521,2024-10-31,0,69.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
xin-a ciprofloxacin 250mg/5ml 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,P0263002,2027-01-31,3,69.3,1.0,3.0,2025-03-27 17:34:40.971915
bel vitamin c plus z syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,6551651,2025-09-30,4,17.0,1.0,4.0,2025-03-27 17:34:40.971915
vitac-z syrup 100ml menzbek,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MA-1163,2025-09-30,0,17.0,1.0,0.0,2025-03-27 17:34:40.971915
polar ice gel 227g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,22018,2027-09-30,1,45.0,1.0555555555555556,0.9473684210526315,2025-03-27 17:34:40.971915
duphaston 10mg 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,369917,2025-09-30,1,152.1,1.0,1.0,2025-03-27 17:34:40.971915
del c vitamin c syr 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,5SDFGHJ,2025-09-30,0,11.0,1.1428571428571428,0.0,2025-03-27 17:34:40.971915
pepsodent charcoal white 130g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FDU64G,2025-09-30,0,23.0,1.0,0.0,2025-03-27 17:34:40.971915
colgate herbal toothpaste 140g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GSOREF85,2025-09-30,0,20.0,1.0,0.0,2025-03-27 17:34:40.971915
gaviscon liquid peppermint 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,717FJD68,2025-09-30,0,114.0,1.0,0.0,2025-03-27 17:34:40.971915
cotton buds 200's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YDIID7XC8,2027-09-30,6,14.0,1.1481481481481481,5.225806451612903,2025-03-27 22:59:50.649334
fleming amoxicillin/clavulanic tabs 625mg 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,A30237,2025-09-30,5,50.0,1.1379310344827587,4.393939393939394,2025-03-27 17:34:40.971915
neflucon  caps 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0209Y,2025-09-07,0,9.0,1.3888888888888888,0.0,2025-03-27 17:34:40.971915
bedimox 625 tab 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8965DF68H,2025-09-30,0,60.0,1.3333333333333333,0.0,2025-03-27 17:34:40.971915
vitane drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CW30,2025-08-31,0,79.0,1.0,0.0,2025-03-27 17:34:40.971915
mzone pregnancy test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2302021,2025-08-31,0,5.0,2.4,0.0,2025-03-27 17:34:40.971915
